Equipamento;Razão Social;Situação;Taxa de Depreciação;Valor do Equipamento;
BISTURI ULTRASSÔNICO;1;Não Obsoleto;77%;76803.47;
BISTURI ULTRASSÔNICO;1;Não Obsoleto;73%;23078.08;
BISTURI ULTRASSÔNICO;1;Não Obsoleto;77%;76803.47;
BISTURI ULTRASSÔNICO;1;Não Obsoleto;75%;24513.42;
CAPELA DE EXAUSTÃO;2;Obsoleto;152%;-3142.24;
BOMBA INJETORA DE CONTRASTE;8;Não Obsoleto;75%;57410.18;
CAPELA DE EXAUSTÃO;2;Não Obsoleto;87%;769.32;
CAPELA DE EXAUSTÃO;2;Não Obsoleto;87%;769.32;
CABINE AUDIOMÉTRICA;1;Não Obsoleto;77%;1570.25;
CADEIRA ODONTOLÓGICA;7;Não Obsoleto;77%;2949.04;
CAPELA DE EXAUSTÃO;2;Não Obsoleto;52%;2914.11;
CAMA ELÉTRICA;7;Não Obsoleto;77%;7939.73;
CAMA ELÉTRICA;7;Não Obsoleto;77%;7939.73;
CÂMARA DE REFRIGERAÇÃO;1;Não Obsoleto;68%;2546.53;
CÂMARA DE REFRIGERAÇÃO;1;Não Obsoleto;77%;7939.73;
CÂMARA DE VACINAS;6;Não Obsoleto;77%;1696.83;
CÂMARA DE VACINAS;6;Não Obsoleto;77%;1696.83;
CÂMARA DE VACINAS;6;Não Obsoleto;77%;1696.83;
CÂMARA DE VACINAS;6;Não Obsoleto;77%;1696.83;
CÂMARA DE VACINAS;6;Não Obsoleto;77%;1696.83;
CÂMARA DE VACINAS;6;Não Obsoleto;77%;1696.83;
CÂMARA DE VACINAS;6;Não Obsoleto;77%;1696.83;
CÂMARA DE VACINAS;6;Não Obsoleto;77%;1696.83;
CÂMARA DE VACINAS;6;Não Obsoleto;77%;1696.83;
CÂMARA DE VACINAS;6;Não Obsoleto;77%;1696.83;
CÂMARA DE VACINAS;6;Não Obsoleto;77%;1696.83;
CÂMARA DE VACINAS;6;Não Obsoleto;77%;1696.83;
CÂMARA DE VACINAS;6;Não Obsoleto;77%;1696.83;
CÂMARA DE VACINAS;6;Não Obsoleto;77%;1696.83;
CÂMARA DE VACINAS;6;Não Obsoleto;77%;1696.83;
CÂMARA DE VACINAS;6;Não Obsoleto;77%;1696.83;
CÂMARA DE VACINAS;6;Não Obsoleto;77%;1696.83;
CENTRÍFUGA REFRIGERADA;3;Obsoleto;107%;-5139.73;
CÂMERA;1;Não Obsoleto;77%;6921.93;
CAMPÍMETRO DE HUMPHREY;1;Não Obsoleto;71%;49554.30;
CAPELA DE EXAUSTÃO;1;Não Obsoleto;77%;1378.79;
CASSETE EXPIRATÓRIO;1;Não Obsoleto;77%;1134.25;
CASSETE EXPIRATÓRIO;1;Não Obsoleto;77%;1134.25;
CENTRÍFUGA;1;Não Obsoleto;77%;11342.47;
CENTRÍFUGA;1;Não Obsoleto;77%;11342.47;
CENTRÍFUGA REFRIGERADA;1;Não Obsoleto;77%;15879.45;
CENTRÍFUGA REFRIGERADA;1;Não Obsoleto;77%;15879.45;
CENTRÍFUGA REFRIGERADA;1;Não Obsoleto;68%;12136.57;
CAPELA DE EXAUSTÃO;2;Não Obsoleto;56%;2702.63;
CAPELA DE EXAUSTÃO;2;Não Obsoleto;37%;9406.85;
COMPRESSOR PARA TERAPIA VASCULAR;6;Não Obsoleto;77%;714.58;
CONTADOR DE CÉLULAS;1;Não Obsoleto;77%;280.16;
CONTADOR DE CÉLULAS;1;Não Obsoleto;77%;280.16;
CONTADOR DE CÉLULAS;1;Não Obsoleto;77%;280.16;
CONTADOR DE CÉLULAS;1;Não Obsoleto;77%;280.16;
CONTADOR DE CÉLULAS;1;Não Obsoleto;77%;280.16;
CONTADOR DE CÉLULAS;1;Não Obsoleto;77%;280.16;
CONTADOR DE CÉLULAS;1;Não Obsoleto;77%;280.16;
CONTADOR DE CÉLULAS;1;Não Obsoleto;77%;280.16;
CONTADOR DE CÉLULAS;1;Não Obsoleto;77%;280.16;
CONTADOR GAMA;2;Obsoleto;107%;-4652.36;
CRONÔMETRO;1;Não Obsoleto;77%;68.05;
CRONÔMETRO;1;Não Obsoleto;77%;68.05;
CRONÔMETRO;1;Não Obsoleto;77%;68.05;
CRONÔMETRO;1;Não Obsoleto;77%;68.05;
CRONÔMETRO;1;Não Obsoleto;77%;68.05;
CRONÔMETRO;1;Não Obsoleto;77%;68.05;
CRONÔMETRO;1;Não Obsoleto;77%;68.05;
CRONÔMETRO;1;Não Obsoleto;77%;68.05;
CONTADOR GAMA;2;Não Obsoleto;87%;8462.17;
CRONÔMETRO;1;Não Obsoleto;77%;68.05;
CUFFÔMETRO;1;Não Obsoleto;77%;1361.10;
DESFIBRILADOR;1;Não Obsoleto;77%;2174.80;
CONTADOR GAMA;2;Não Obsoleto;37%;41926.21;
CÂMARA DE REFRIGERAÇÃO;2;Obsoleto;107%;-2569.86;
CÂMARA DE REFRIGERAÇÃO;2;Não Obsoleto;0%;19676.48;
CRIOSTATO;2;Não Obsoleto;37%;75254.79;
CRIOSTATO;2;Não Obsoleto;37%;75254.79;
CROMATÓGRAFO GASOSO;2;Obsoleto;128%;-56438.36;
CROMATÓGRAFO GASOSO;2;Não Obsoleto;87%;25315.07;
CROMATÓGRAFO GASOSO;2;Não Obsoleto;67%;65369.86;
CROMATÓGRAFO IÔNICO;2;Não Obsoleto;77%;55540.65;
CROMATÓGRAFO LÍQUIDO;2;Não Obsoleto;100%;469.55;
CROMATÓGRAFO LÍQUIDO;2;Não Obsoleto;50%;122484.58;
CROMATÓGRAFO LÍQUIDO;2;Não Obsoleto;37%;153541.73;
ESPECTROFOTÔMETRO;2;Não Obsoleto;37%;3624.15;
ESPECTROFOTÔMETRO;2;Não Obsoleto;37%;3624.15;
ESPECTROFOTÔMETRO;2;Não Obsoleto;37%;3624.15;
ESTUFA;2;Obsoleto;150%;-4002.19;
ESTUFA;2;Obsoleto;151%;-4067.95;
ESTUFA;2;Obsoleto;151%;-4067.95;
ESTUFA;2;Não Obsoleto;97%;212.60;
ESTUFA;2;Não Obsoleto;87%;1012.60;
ESTUFA;2;Não Obsoleto;82%;1453.15;
ESTUFA;2;Não Obsoleto;87%;1012.60;
ESTUFA;2;Não Obsoleto;87%;1012.60;
ESTUFA;2;Não Obsoleto;87%;1012.60;
ESTUFA;2;Não Obsoleto;77%;1814.79;
ESTUFA;2;Não Obsoleto;37%;5016.99;
ESTUFA;2;Não Obsoleto;37%;5016.99;
ESTUFA;2;Não Obsoleto;37%;5016.99;
ESTAÇÃO DE TRABALHO DE LABORATÓRIO AUTOMÁTICA;2;Não Obsoleto;37%;37627.40;
ECOCARDIÓGRAFO;6;Não Obsoleto;77%;32893.15;
ECOCARDIÓGRAFO;6;Não Obsoleto;77%;40832.88;
ECOCARDIÓGRAFO;1;Não Obsoleto;76%;42143.84;
CENTRÍFUGA REFRIGERADA;3;Obsoleto;107%;-5139.73;
ELETROENCEFALÓGRAFO;1;Não Obsoleto;72%;19667.40;
ELETRONEUROMIÓGRAFO;1;Não Obsoleto;77%;12076.10;
ESTIMULADOR VISUAL ELÉTRICO;4;Não Obsoleto;7%;27713.78;
FONTE DE LUZ;4;Obsoleto;107%;-35.46;
EQUIPAMENTO OFTALMOLÓGICO CRIOCIRÚRGICO;1;Não Obsoleto;77%;5671.23;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
CAPELA DE EXAUSTÃO;3;Obsoleto;107%;-446.28;
CAPELA DE EXAUSTÃO;3;Obsoleto;107%;-446.28;
CAPELA DE EXAUSTÃO;3;Obsoleto;107%;-446.28;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;64%;108.41;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;69%;92.47;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;69%;92.55;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;69%;92.55;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;61%;117.37;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;32%;203.92;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;69%;92.96;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;69%;92.47;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;32%;203.92;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;7;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;15%;253.64;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
ESFIGMOMANÔMETRO ANALÓGICO;1;Não Obsoleto;77%;68.05;
CÂMARA DE REFRIGERAÇÃO;3;Não Obsoleto;57%;14939.73;
CÂMARA DE REFRIGERAÇÃO;3;Não Obsoleto;57%;14939.73;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;6;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;6;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DE PAREDE;1;Não Obsoleto;77%;207.79;
ESFIGMOMANÔMETRO DIGITAL;1;Não Obsoleto;77%;45.37;
ESPECTROFOTÔMETRO;1;Não Obsoleto;77%;1310.96;
ESTATIVA;1;Não Obsoleto;77%;22684.93;
ESTIMULADOR MAGNÉTICO TRANSCRANIANO;1;Não Obsoleto;77%;36432.12;
ESTIMULADOR MAGNÉTICO TRANSCRANIANO;1;Não Obsoleto;77%;36432.12;
ESTUFA;1;Não Obsoleto;77%;1814.79;
ESTUFA;1;Não Obsoleto;77%;1814.79;
ESTUFA;1;Não Obsoleto;77%;1814.79;
ESTUFA;1;Não Obsoleto;77%;1814.79;
ESTUFA;1;Não Obsoleto;77%;1821.37;
ESTUFA;6;Não Obsoleto;77%;750.19;
ESTUFA;1;Não Obsoleto;77%;1814.79;
ESTUFA;6;Não Obsoleto;77%;858.62;
FONTE PARA ELETROFORESE;2;Não Obsoleto;37%;6271.23;
FLUXO LAMINAR;1;Não Obsoleto;76%;3474.38;
FOCO AUXILIAR;1;Não Obsoleto;77%;2268.49;
FONTE DE LUZ;4;Obsoleto;107%;-35.46;
FONTE DE LUZ;4;Obsoleto;107%;-35.46;
FONTE DE LUZ;4;Obsoleto;107%;-35.46;
FONTE DE LUZ;1;Não Obsoleto;70%;1950.73;
FONTE DE LUZ;1;Não Obsoleto;77%;109.57;
FONTE DE LUZ;1;Não Obsoleto;70%;1950.73;
FONTE DE LUZ;1;Não Obsoleto;77%;109.57;
FOTÓFORO;1;Não Obsoleto;77%;1593.39;
FONTE DE LUZ;4;Obsoleto;107%;-35.46;
FONTE DE LUZ;4;Não Obsoleto;57%;206.17;
FONTE DE LUZ;4;Não Obsoleto;6%;0.00;
GERENCIADOR E GRAVADOR DE IMAGEM;1;Não Obsoleto;70%;2636.74;
GRAVADOR DE MAPA;1;Não Obsoleto;77%;2041.64;
GRAVADOR DE MAPA;1;Não Obsoleto;77%;2041.64;
GRAVADOR DE MAPA;1;Não Obsoleto;77%;2041.64;
GRAVADOR DE MAPA;1;Não Obsoleto;77%;2041.64;
GRAVADOR DE MAPA;1;Não Obsoleto;77%;2041.64;
GRAVADOR DE MAPA;1;Não Obsoleto;77%;2041.64;
GRAVADOR DE MAPA;1;Não Obsoleto;77%;2041.64;
HEMODIALISADORA;1;Não Obsoleto;74%;15597.15;
HEMODIALISADORA;1;Não Obsoleto;74%;15597.15;
HEMODIALISADORA;1;Não Obsoleto;74%;15962.05;
HEMODIALISADORA;1;Não Obsoleto;74%;15962.05;
HEMODIALISADORA;1;Não Obsoleto;74%;15597.15;
HEMODIALISADORA;1;Não Obsoleto;74%;15962.05;
HEMODIALISADORA;1;Não Obsoleto;74%;15597.15;
HEMODIALISADORA;1;Não Obsoleto;74%;15597.15;
HEMODIALISADORA;1;Não Obsoleto;74%;15962.05;
HEMODIALISADORA;1;Não Obsoleto;74%;15962.05;
HOMOGENEIZADOR;1;Não Obsoleto;77%;330.52;
HOMOGENEIZADOR;1;Não Obsoleto;77%;330.52;
HOMOGENEIZADOR;1;Não Obsoleto;77%;330.52;
FONTE PARA ELETROFORESE;2;Não Obsoleto;37%;6271.23;
IMPEDANCIÔMETRO;1;Não Obsoleto;77%;3629.59;
INSUFLADOR;1;Não Obsoleto;70%;2305.89;
INSUFLADOR;1;Não Obsoleto;77%;1474.52;
INSUFLADOR;1;Não Obsoleto;70%;2305.89;
LÂMPADA DE FENDA;1;Não Obsoleto;71%;10996.64;
LÂMPADA DE FENDA;1;Não Obsoleto;71%;27008.90;
LASER;6;Não Obsoleto;77%;680.55;
LASER CIRÚRGICO;1;Não Obsoleto;77%;79397.26;
LAVADORA DE ENDOSCÓPIOS;1;Não Obsoleto;77%;14495.67;
LAVADORA DE ENDOSCÓPIOS;1;Não Obsoleto;77%;14495.67;
LAVADORA DE MATERIAIS;1;Não Obsoleto;77%;65982.98;
LEITOR DE MICROPLACAS;1;Não Obsoleto;77%;7766.64;
LEITOR DE MICROPLACAS;1;Não Obsoleto;77%;7766.64;
LITOTRIPSIA;1;Não Obsoleto;77%;123366.10;
MACA DE TRANSPORTE;6;Não Obsoleto;77%;2496.25;
MACA DE TRANSPORTE;6;Não Obsoleto;77%;1397.12;
MACA DE TRANSPORTE;6;Não Obsoleto;77%;1397.12;
FONTE PARA ELETROFORESE;2;Não Obsoleto;37%;6271.23;
FLUXO LAMINAR;2;Obsoleto;117%;-3791.41;
FLUXO LAMINAR;2;Obsoleto;117%;-3791.41;
FONTE DE LUZ;4;Não Obsoleto;7%;0.00;
FOCO AUXILIAR;4;Não Obsoleto;66%;3094.06;
FOCO AUXILIAR;4;Não Obsoleto;66%;3094.06;
FOCO AUXILIAR;4;Não Obsoleto;66%;3094.06;
FOCO AUXILIAR;4;Não Obsoleto;57%;4268.49;
FOCO AUXILIAR;4;Não Obsoleto;57%;4268.49;
FOCO AUXILIAR;4;Não Obsoleto;57%;4268.49;
FOCO AUXILIAR;4;Não Obsoleto;57%;4268.49;
FLUXO LAMINAR;2;Obsoleto;117%;-3791.41;
FOCO AUXILIAR;4;Não Obsoleto;57%;4268.49;
FLUXO LAMINAR;2;Obsoleto;117%;-3791.41;
MEDIDOR DE LENTE;1;Não Obsoleto;77%;11342.47;
FLUXO LAMINAR;2;Obsoleto;155%;-12033.08;
MESA CIRÚRGICA;1;Não Obsoleto;82%;22534.11;
MESA CIRÚRGICA;1;Não Obsoleto;82%;22534.11;
MESA CIRÚRGICA;1;Não Obsoleto;82%;22534.11;
MESA ELÉTRICA ORTOSTÁTICA;7;Não Obsoleto;77%;1814.79;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;340.27;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;340.27;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;340.27;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
MICROPIPETA;1;Não Obsoleto;77%;707.32;
